collection_time_utc,fetch_success,api_status,error_message,target_city,station_code,station_name,station_latitude,station_longitude,aqicn_idx,api_time,aqi,pm25,pm10,no2,so2,co,o3,nh3,no,nox,temperature,humidity,pressure,wind
2026-09-22T21:50:06.834422+00:00,True,ok,,Guwahati,H11844,"Railway Colony, Guwahati, India",29.6292,91.0834,1389,2026-09-23 05:00:00,39,13,6,1.9,3.1,2.8,39,,,,12.5,17,647.7,5
2026-09-22T21:50:07.356810+00:00,True,ok,,Shillong,H12740,"Lumpyngngad, Shillong, India",29.6292,91.0834,1389,2026-09-23 05:00:00,39,13,6,1.9,3.1,2.8,39,,,,12.5,17,647.7,5
2026-09-23T00:04:50.386708+00:00,True,ok,,Byrnihat,A1364707,"15th Mile-Nongthymmai, Byrnihat",29.6292,91.0834,1389,2026-09-23 07:00:00,37,13,6,3.2,3.1,1.9,37,,,,12.5,17,647.7,5
2026-09-23T00:04:51.019514+00:00,True,ok,,Guwahati,H11844,"Railway Colony, Guwahati, India",29.6292,91.0834,1389,2026-09-23 07:00:00,37,13,6,3.2,3.1,1.9,37,,,,12.5,17,647.7,5
2026-09-23T00:04:51.626156+00:00,True,ok,,Shillong,H12740,"Lumpyngngad, Shillong, India",29.6292,91.0834,1389,2026-09-23 07:00:00,37,13,6,3.2,3.1,1.9,37,,,,12.5,17,647.7,5
2026-09-23T05:34:41.266008+00:00,True,ok,,Byrnihat,A1364707,"15th Mile-Nongthymmai, Byrnihat",29.6292,91.0834,1389,2026-09-23 12:00:00,37,25,9,4.6,5.1,2.8,37.4,,,,12.5,17,647.7,5
2026-09-23T05:34:41.988575+00:00,True,ok,,Guwahati,H11844,"Railway Colony, Guwahati, India",29.6292,91.0834,1389,2026-09-23 12:00:00,37,25,9,4.6,5.1,2.8,37.4,,,,12.5,17,647.7,5
2026-09-23T05:34:42.652738+00:00,True,ok,,Shillong,H12740,"Lumpyngngad, Shillong, India",29.6292,91.0834,1389,2026-09-23 12:00:00,37,25,9,4.6,5.1,2.8,37.4,,,,12.5,17,647.7,5
2026-09-23T10:56:50.009229+00:00,True,ok,,Byrnihat,A1364707,"15th Mile-Nongthymmai, Byrnihat",29.6292,91.0834,1389,2026-09-23 18:00:00,35,25,9,4.2,3.6,2.8,35,,,,12.5,17,647.7,5
2026-09-23T10:56:50.585259+00:00,True,ok,,Guwahati,H11844,"Railway Colony, Guwahati, India",29.6292,91.0834,1389,2026-09-23 18:00:00,35,25,9,4.2,3.6,2.8,35,,,,12.5,17,647.7,5
2026-09-23T10:56:51.123576+00:00,True,ok,,Shillong,H12740,"Lumpyngngad, Shillong, India",29.6292,91.0834,1389,2026-09-23 18:00:00,35,25,9,4.2,3.6,2.8,35,,,,12.5,17,647.7,5
