first_collection_time_utc,target_city,station_code,station_name,station_latitude,station_longitude,aqicn_idx,api_time,aqi,pm25,pm10,no2,so2,co,o3,nh3,no,nox,temperature,humidity,pressure,wind,wind_direction_proxy,wind_to_direction_proxy,wind_u_proxy,wind_v_proxy,data_status,intended_use,source_note
2026-06-28T00:00:00+00:00,Byrnihat,PROXY_BYRNIHAT_AQ,"Proxy AQ station, Byrnihat",26.05374,91.86796,100010,2026-01-01 10:00:00,294.3,130.79,227.6,14.43,13.4,0.303,37.44,4.52,0.78,15.42,26.31,80.58,1005.1,1.33,252.4,72.4,1.272,0.404,synthetic_proxy_missing_source,ml_training_graph_testing_pipeline_debugging_only,Synthetic proxy dataset created because live/official collection is incomplete; do not use for final scientific claims.
2026-06-28T00:00:00+00:00,Byrnihat,PROXY_BYRNIHAT_AQ,"Proxy AQ station, Byrnihat",26.05374,91.86796,100011,2026-01-01 11:00:00,225.4,100.18,194.59,10.77,10.84,0.283,39.19,4.31,1.33,10.94,26.39,70.87,1003.48,2.57,260.2,80.2,2.538,0.437,synthetic_proxy_missing_source,ml_training_graph_testing_pipeline_debugging_only,Synthetic proxy dataset created because live/official collection is incomplete; do not use for final scientific claims.
2026-06-28T00:00:00+00:00,Byrnihat,PROXY_BYRNIHAT_AQ,"Proxy AQ station, Byrnihat",26.05374,91.86796,100012,2026-01-01 12:00:00,282.8,125.67,214.66,11.67,11.19,0.37,39.88,2.95,0.56,13.07,26.67,67.75,1003.84,0.58,283.3,103.3,0.56,-0.133,synthetic_proxy_missing_source,ml_training_graph_testing_pipeline_debugging_only,Synthetic proxy dataset created because live/official collection is incomplete; do not use for final scientific claims.
2026-06-28T00:00:00+00:00,Byrnihat,PROXY_BYRNIHAT_AQ,"Proxy AQ station, Byrnihat",26.05374,91.86796,100013,2026-01-01 13:00:00,286.9,127.49,212.49,11.71,12.4,0.339,36.74,3.61,0.03,10.12,30.43,70.03,1007.74,0.2,279.6,99.6,0.197,-0.033,synthetic_proxy_missing_source,ml_training_graph_testing_pipeline_debugging_only,Synthetic proxy dataset created because live/official collection is incomplete; do not use for final scientific claims.
2026-06-28T00:00:00+00:00,Byrnihat,PROXY_BYRNIHAT_AQ,"Proxy AQ station, Byrnihat",26.05374,91.86796,100014,2026-01-01 14:00:00,246.8,109.7,185.35,10.37,12.47,0.256,35.05,3.75,2.16,12.12,29.18,74.37,1003.36,2.92,238.6,58.6,2.491,1.519,synthetic_proxy_missing_source,ml_training_graph_testing_pipeline_debugging_only,Synthetic proxy dataset created because live/official collection is incomplete; do not use for final scientific claims.
2026-06-28T00:00:00+00:00,Byrnihat,PROXY_BYRNIHAT_AQ,"Proxy AQ station, Byrnihat",26.05374,91.86796,100015,2026-01-01 15:00:00,244.0,108.44,205.82,9.61,11.98,0.383,29.95,,1.02,10.14,24.81,70.88,1004.09,2.47,224.8,44.8,1.742,1.755,synthetic_proxy_missing_source,ml_training_graph_testing_pipeline_debugging_only,Synthetic proxy dataset created because live/official collection is incomplete; do not use for final scientific claims.
2026-06-28T00:00:00+00:00,Byrnihat,PROXY_BYRNIHAT_AQ,"Proxy AQ station, Byrnihat",26.05374,91.86796,100016,2026-01-01 16:00:00,262.1,116.51,206.48,9.82,14.85,0.413,24.94,4.47,0.74,9.13,25.37,73.38,1006.71,2.15,252.9,72.9,2.058,0.633,synthetic_proxy_missing_source,ml_training_graph_testing_pipeline_debugging_only,Synthetic proxy dataset created because live/official collection is incomplete; do not use for final scientific claims.
2026-06-28T00:00:00+00:00,Byrnihat,PROXY_BYRNIHAT_AQ,"Proxy AQ station, Byrnihat",26.05374,91.86796,100017,2026-01-01 17:00:00,332.0,147.57,238.96,12.07,10.67,0.468,20.3,3.67,0.03,11.75,25.49,69.63,,0.2,230.8,50.8,0.155,0.126,synthetic_proxy_missing_source,ml_training_graph_testing_pipeline_debugging_only,Synthetic proxy dataset created because live/official collection is incomplete; do not use for final scientific claims.
2026-06-28T00:00:00+00:00,Byrnihat,PROXY_BYRNIHAT_AQ,"Proxy AQ station, Byrnihat",26.05374,91.86796,100018,2026-01-01 18:00:00,281.3,125.01,215.14,18.66,13.1,0.555,16.2,4.36,3.36,21.17,23.97,71.96,1003.08,1.56,214.2,34.2,0.879,1.292,synthetic_proxy_missing_source,ml_training_graph_testing_pipeline_debugging_only,Synthetic proxy dataset created because live/official collection is incomplete; do not use for final scientific claims.
2026-06-28T00:00:00+00:00,Byrnihat,PROXY_BYRNIHAT_AQ,"Proxy AQ station, Byrnihat",26.05374,91.86796,100019,2026-01-01 19:00:00,322.2,143.2,229.91,15.22,13.87,0.631,11.49,4.76,4.12,19.09,23.87,76.06,1004.4,0.91,219.2,39.2,0.575,0.705,synthetic_proxy_missing_source,ml_training_graph_testing_pipeline_debugging_only,Synthetic proxy dataset created because live/official collection is incomplete; do not use for final scientific claims.
2026-06-28T00:00:00+00:00,Byrnihat,PROXY_BYRNIHAT_AQ,"Proxy AQ station, Byrnihat",26.05374,91.86796,100020,2026-01-01 20:00:00,268.3,119.24,214.68,17.07,14.03,0.473,9.13,3.99,4.21,,21.01,67.14,1006.23,2.7,202.3,22.3,1.023,2.495,synthetic_proxy_missing_source,ml_training_graph_testing_pipeline_debugging_only,Synthetic proxy dataset created because live/official collection is incomplete; do not use for final scientific claims.
2026-06-28T00:00:00+00:00,Byrnihat,PROXY_BYRNIHAT_AQ,"Proxy AQ station, Byrnihat",26.05374,91.86796,100021,2026-01-01 21:00:00,311.5,138.43,224.14,15.96,10.7,0.538,8.31,3.91,3.15,19.9,20.63,72.93,1004.41,0.66,249.2,69.2,0.614,0.233,synthetic_proxy_missing_source,ml_training_graph_testing_pipeline_debugging_only,Synthetic proxy dataset created because live/official collection is incomplete; do not use for final scientific claims.
2026-06-28T00:00:00+00:00,Byrnihat,PROXY_BYRNIHAT_AQ,"Proxy AQ station, Byrnihat",26.05374,91.86796,100022,2026-01-01 22:00:00,269.6,119.83,208.0,14.25,12.63,0.44,7.44,3.97,4.13,18.57,18.43,74.76,1005.21,,253.6,73.6,3.095,0.908,synthetic_proxy_missing_source,ml_training_graph_testing_pipeline_debugging_only,Synthetic proxy dataset created because live/official collection is incomplete; do not use for final scientific claims.
2026-06-28T00:00:00+00:00,Byrnihat,PROXY_BYRNIHAT_AQ,"Proxy AQ station, Byrnihat",26.05374,91.86796,100023,2026-01-01 23:00:00,298.9,132.86,236.34,12.4,13.84,0.311,13.12,5.28,3.27,15.4,15.51,82.61,1004.12,1.82,244.8,64.8,1.647,0.776,synthetic_proxy_missing_source,ml_training_graph_testing_pipeline_debugging_only,Synthetic proxy dataset created because live/official collection is incomplete; do not use for final scientific claims.
2026-06-28T00:00:00+00:00,Byrnihat,PROXY_BYRNIHAT_AQ,"Proxy AQ station, Byrnihat",26.05374,91.86796,100024,2026-01-02 00:00:00,291.3,129.45,225.48,11.32,10.61,0.412,6.56,4.37,1.93,12.42,15.71,77.48,1004.29,1.97,198.6,18.6,0.63,1.87,synthetic_proxy_missing_source,ml_training_graph_testing_pipeline_debugging_only,Synthetic proxy dataset created because live/official collection is incomplete; do not use for final scientific claims.
2026-06-28T00:00:00+00:00,Byrnihat,PROXY_BYRNIHAT_AQ,"Proxy AQ station, Byrnihat",26.05374,91.86796,100025,2026-01-02 01:00:00,287.5,127.77,229.57,12.84,11.14,0.56,7.44,4.24,,13.83,17.45,87.53,1004.37,2.71,237.4,57.4,2.286,1.464,synthetic_proxy_missing_source,ml_training_graph_testing_pipeline_debugging_only,Synthetic proxy dataset created because live/official collection is incomplete; do not use for final scientific claims.
2026-06-28T00:00:00+00:00,Byrnihat,PROXY_BYRNIHAT_AQ,"Proxy AQ station, Byrnihat",26.05374,91.86796,100026,2026-01-02 02:00:00,228.8,101.68,201.47,13.06,11.69,0.421,10.85,4.32,1.83,15.72,16.1,74.48,1005.94,4.38,248.9,68.9,4.088,1.574,synthetic_proxy_missing_source,ml_training_graph_testing_pipeline_debugging_only,Synthetic proxy dataset created because live/official collection is incomplete; do not use for final scientific claims.
2026-06-28T00:00:00+00:00,Byrnihat,PROXY_BYRNIHAT_AQ,"Proxy AQ station, Byrnihat",26.05374,91.86796,100027,2026-01-02 03:00:00,256.4,113.97,195.67,10.01,13.52,0.443,14.15,4.72,0.1,10.39,18.81,84.04,1007.9,3.16,295.2,115.2,2.859,-1.343,synthetic_proxy_missing_source,ml_training_graph_testing_pipeline_debugging_only,Synthetic proxy dataset created because live/official collection is incomplete; do not use for final scientific claims.
2026-06-28T00:00:00+00:00,Byrnihat,PROXY_BYRNIHAT_AQ,"Proxy AQ station, Byrnihat",26.05374,91.86796,100028,2026-01-02 04:00:00,324.2,144.1,251.03,12.8,12.63,0.414,13.09,4.31,1.04,14.45,17.92,76.88,1004.95,0.98,259.0,79.0,0.963,0.187,synthetic_proxy_missing_source,ml_training_graph_testing_pipeline_debugging_only,Synthetic proxy dataset created because live/official collection is incomplete; do not use for final scientific claims.
2026-06-28T00:00:00+00:00,Byrnihat,PROXY_BYRNIHAT_AQ,"Proxy AQ station, Byrnihat",26.05374,91.86796,100029,2026-01-02 05:00:00,262.5,116.65,196.36,13.38,11.75,0.493,19.33,3.47,0.2,12.36,20.08,70.99,1003.5,3.3,297.8,117.8,2.923,-1.542,synthetic_proxy_missing_source,ml_training_graph_testing_pipeline_debugging_only,Synthetic proxy dataset created because live/official collection is incomplete; do not use for final scientific claims.
2026-06-28T00:00:00+00:00,Byrnihat,PROXY_BYRNIHAT_AQ,"Proxy AQ station, Byrnihat",26.05374,91.86796,100030,2026-01-02 06:00:00,288.9,128.38,213.83,9.91,13.66,0.498,14.21,4.41,1.29,11.46,21.33,83.24,1004.07,1.46,288.1,108.1,1.386,-0.453,synthetic_proxy_missing_source,ml_training_graph_testing_pipeline_debugging_only,Synthetic proxy dataset created because live/official collection is incomplete; do not use for final scientific claims.
2026-06-28T00:00:00+00:00,Byrnihat,PROXY_BYRNIHAT_AQ,"Proxy AQ station, Byrnihat",26.05374,91.86796,100031,2026-01-02 07:00:00,246.3,109.47,201.69,18.94,13.77,0.549,24.09,4.64,1.79,19.93,21.56,77.99,1005.61,4.48,256.3,76.3,4.352,1.061,synthetic_proxy_missing_source,ml_training_graph_testing_pipeline_debugging_only,Synthetic proxy dataset created because live/official collection is incomplete; do not use for final scientific claims.
2026-06-28T00:00:00+00:00,Byrnihat,PROXY_BYRNIHAT_AQ,"Proxy AQ station, Byrnihat",26.05374,91.86796,100032,2026-01-02 08:00:00,301.6,134.05,248.36,17.41,11.99,0.716,22.31,4.0,4.74,24.06,23.65,,1004.86,1.59,266.6,86.6,1.592,0.094,synthetic_proxy_missing_source,ml_training_graph_testing_pipeline_debugging_only,Synthetic proxy dataset created because live/official collection is incomplete; do not use for final scientific claims.
2026-06-28T00:00:00+00:00,Byrnihat,PROXY_BYRNIHAT_AQ,"Proxy AQ station, Byrnihat",26.05374,91.86796,100033,2026-01-02 09:00:00,277.7,123.4,219.45,14.58,13.98,0.43,28.76,3.88,3.67,19.06,22.55,80.57,1006.95,3.07,313.7,133.7,2.219,-2.123,synthetic_proxy_missing_source,ml_training_graph_testing_pipeline_debugging_only,Synthetic proxy dataset created because live/official collection is incomplete; do not use for final scientific claims.
2026-06-28T00:00:00+00:00,Byrnihat,PROXY_BYRNIHAT_AQ,"Proxy AQ station, Byrnihat",26.05374,91.86796,100034,2026-01-02 10:00:00,303.3,134.81,236.09,10.36,13.62,,31.45,3.58,0.96,10.51,26.54,71.67,1005.79,1.29,268.5,88.5,1.291,0.035,synthetic_proxy_missing_source,ml_training_graph_testing_pipeline_debugging_only,Synthetic proxy dataset created because live/official collection is incomplete; do not use for final scientific claims.
2026-06-28T00:00:00+00:00,Byrnihat,PROXY_BYRNIHAT_AQ,"Proxy AQ station, Byrnihat",26.05374,91.86796,100035,2026-01-02 11:00:00,288.4,128.16,227.96,13.55,13.59,0.33,40.18,3.86,0.03,13.49,25.61,71.49,1003.54,1.03,265.2,85.2,1.031,0.086,synthetic_proxy_missing_source,ml_training_graph_testing_pipeline_debugging_only,Synthetic proxy dataset created because live/official collection is incomplete; do not use for final scientific claims.
2026-06-28T00:00:00+00:00,Byrnihat,PROXY_BYRNIHAT_AQ,"Proxy AQ station, Byrnihat",26.05374,91.86796,100036,2026-01-02 12:00:00,283.0,125.78,221.42,11.68,15.38,0.38,38.88,4.8,0.98,11.6,27.22,76.09,1006.74,2.45,241.4,61.4,2.15,1.173,synthetic_proxy_missing_source,ml_training_graph_testing_pipeline_debugging_only,Synthetic proxy dataset created because live/official collection is incomplete; do not use for final scientific claims.
2026-06-28T00:00:00+00:00,Byrnihat,PROXY_BYRNIHAT_AQ,"Proxy AQ station, Byrnihat",26.05374,91.86796,100037,2026-01-02 13:00:00,244.9,108.83,171.41,7.24,13.3,0.393,43.01,2.47,0.03,7.69,27.15,80.15,1001.76,2.74,245.8,65.8,2.496,1.122,synthetic_proxy_missing_source,ml_training_graph_testing_pipeline_debugging_only,Synthetic proxy dataset created because live/official collection is incomplete; do not use for final scientific claims.
2026-06-28T00:00:00+00:00,Byrnihat,PROXY_BYRNIHAT_AQ,"Proxy AQ station, Byrnihat",26.05374,91.86796,100038,2026-01-02 14:00:00,272.0,120.89,212.2,12.91,13.79,0.36,33.98,,0.61,14.33,26.55,76.98,1003.19,2.03,258.5,78.5,1.986,0.404,synthetic_proxy_missing_source,ml_training_graph_testing_pipeline_debugging_only,Synthetic proxy dataset created because live/official collection is incomplete; do not use for final scientific claims.
2026-06-28T00:00:00+00:00,Byrnihat,PROXY_BYRNIHAT_AQ,"Proxy AQ station, Byrnihat",26.05374,91.86796,100039,2026-01-02 15:00:00,235.5,104.68,184.79,7.78,13.84,0.335,25.52,3.58,0.51,7.99,24.86,71.9,1004.55,4.09,234.9,54.9,3.343,2.351,synthetic_proxy_missing_source,ml_training_graph_testing_pipeline_debugging_only,Synthetic proxy dataset created because live/official collection is incomplete; do not use for final scientific claims.
2026-06-28T00:00:00+00:00,Byrnihat,PROXY_BYRNIHAT_AQ,"Proxy AQ station, Byrnihat",26.05374,91.86796,100040,2026-01-02 16:00:00,274.9,122.19,214.95,13.98,12.83,0.29,23.32,3.05,1.47,,25.87,73.62,1005.7,1.13,252.7,72.7,1.08,0.337,synthetic_proxy_missing_source,ml_training_graph_testing_pipeline_debugging_only,Synthetic proxy dataset created because live/official collection is incomplete; do not use for final scientific claims.
2026-06-28T00:00:00+00:00,Byrnihat,PROXY_BYRNIHAT_AQ,"Proxy AQ station, Byrnihat",26.05374,91.86796,100041,2026-01-02 17:00:00,207.2,92.07,163.34,14.23,12.89,0.449,19.41,4.06,,15.86,25.11,77.67,1004.72,7.38,232.5,52.5,5.853,4.494,synthetic_proxy_missing_source,ml_training_graph_testing_pipeline_debugging_only,Synthetic proxy dataset created because live/official collection is incomplete; do not use for final scientific claims.
2026-06-28T00:00:00+00:00,Byrnihat,PROXY_BYRNIHAT_AQ,"Proxy AQ station, Byrnihat",26.05374,91.86796,100042,2026-01-02 18:00:00,169.3,75.24,139.35,13.74,13.18,0.689,11.03,3.98,2.69,15.69,22.95,80.64,1006.64,8.57,228.0,48.0,6.374,5.732,synthetic_proxy_missing_source,ml_training_graph_testing_pipeline_debugging_only,Synthetic proxy dataset created because live/official collection is incomplete; do not use for final scientific claims.
2026-06-28T00:00:00+00:00,Byrnihat,PROXY_BYRNIHAT_AQ,"Proxy AQ station, Byrnihat",26.05374,91.86796,100043,2026-01-02 19:00:00,262.3,116.58,209.61,19.21,13.48,0.547,9.01,3.38,5.27,24.02,21.06,69.31,1004.99,2.09,234.6,54.6,1.701,1.211,synthetic_proxy_missing_source,ml_training_graph_testing_pipeline_debugging_only,Synthetic proxy dataset created because live/official collection is incomplete; do not use for final scientific claims.
2026-06-28T00:00:00+00:00,Byrnihat,PROXY_BYRNIHAT_AQ,"Proxy AQ station, Byrnihat",26.05374,91.86796,100044,2026-01-02 20:00:00,254.6,113.16,190.21,15.09,12.53,0.604,13.11,4.75,3.28,17.97,21.01,73.14,1004.99,3.36,275.9,95.9,3.341,-0.344,synthetic_proxy_missing_source,ml_training_graph_testing_pipeline_debugging_only,Synthetic proxy dataset created because live/official collection is incomplete; do not use for final scientific claims.
2026-06-28T00:00:00+00:00,Byrnihat,PROXY_BYRNIHAT_AQ,"Proxy AQ station, Byrnihat",26.05374,91.86796,100045,2026-01-02 21:00:00,268.3,119.24,197.07,17.02,13.44,0.628,9.48,4.64,1.61,17.83,20.82,78.9,1004.9,3.4,242.7,62.7,3.025,1.559,synthetic_proxy_missing_source,ml_training_graph_testing_pipeline_debugging_only,Synthetic proxy dataset created because live/official collection is incomplete; do not use for final scientific claims.
2026-06-28T00:00:00+00:00,Byrnihat,PROXY_BYRNIHAT_AQ,"Proxy AQ station, Byrnihat",26.05374,91.86796,100046,2026-01-02 22:00:00,257.5,114.46,198.95,13.19,15.08,0.457,15.08,3.6,1.18,,17.24,82.2,1007.7,4.01,236.3,56.3,3.34,2.225,synthetic_proxy_missing_source,ml_training_graph_testing_pipeline_debugging_only,Synthetic proxy dataset created because live/official collection is incomplete; do not use for final scientific claims.
2026-06-28T00:00:00+00:00,Byrnihat,PROXY_BYRNIHAT_AQ,"Proxy AQ station, Byrnihat",26.05374,91.86796,100047,2026-01-02 23:00:00,292.8,130.13,232.92,10.92,12.27,0.467,14.93,4.6,1.17,12.7,18.97,80.59,1004.56,3.38,239.6,59.6,2.916,1.713,synthetic_proxy_missing_source,ml_training_graph_testing_pipeline_debugging_only,Synthetic proxy dataset created because live/official collection is incomplete; do not use for final scientific claims.
2026-06-28T00:00:00+00:00,Byrnihat,PROXY_BYRNIHAT_AQ,"Proxy AQ station, Byrnihat",26.05374,91.86796,100048,2026-01-03 00:00:00,283.0,125.76,222.88,10.7,11.5,0.504,8.48,4.67,1.31,11.89,18.33,84.09,1004.94,3.55,295.0,115.0,3.223,-1.5,synthetic_proxy_missing_source,ml_training_graph_testing_pipeline_debugging_only,Synthetic proxy dataset created because live/official collection is incomplete; do not use for final scientific claims.
2026-06-28T00:00:00+00:00,Byrnihat,PROXY_BYRNIHAT_AQ,"Proxy AQ station, Byrnihat",26.05374,91.86796,100049,2026-01-03 01:00:00,227.9,101.28,173.97,10.22,10.99,0.369,8.14,3.64,0.03,9.07,17.2,73.84,1005.9,4.86,250.3,70.3,4.571,1.637,synthetic_proxy_missing_source,ml_training_graph_testing_pipeline_debugging_only,Synthetic proxy dataset created because live/official collection is incomplete; do not use for final scientific claims.
2026-06-28T00:00:00+00:00,Byrnihat,PROXY_BYRNIHAT_AQ,"Proxy AQ station, Byrnihat",26.05374,91.86796,100050,2026-01-03 02:00:00,243.7,108.33,189.51,11.37,14.02,0.468,13.62,4.03,0.78,9.71,17.4,82.87,1004.38,6.0,276.4,96.4,5.965,-0.666,synthetic_proxy_missing_source,ml_training_graph_testing_pipeline_debugging_only,Synthetic proxy dataset created because live/official collection is incomplete; do not use for final scientific claims.
2026-06-28T00:00:00+00:00,Byrnihat,PROXY_BYRNIHAT_AQ,"Proxy AQ station, Byrnihat",26.05374,91.86796,100051,2026-01-03 03:00:00,222.6,98.94,194.12,12.27,13.51,0.497,11.4,5.25,1.01,13.46,17.73,75.05,1005.11,5.35,267.7,87.7,5.348,0.21,synthetic_proxy_missing_source,ml_training_graph_testing_pipeline_debugging_only,Synthetic proxy dataset created because live/official collection is incomplete; do not use for final scientific claims.
2026-06-28T00:00:00+00:00,Byrnihat,PROXY_BYRNIHAT_AQ,"Proxy AQ station, Byrnihat",26.05374,91.86796,100052,2026-01-03 04:00:00,237.4,105.5,195.04,10.91,13.23,0.376,10.21,3.48,2.17,10.99,18.97,76.81,1003.43,,257.8,77.8,5.802,1.255,synthetic_proxy_missing_source,ml_training_graph_testing_pipeline_debugging_only,Synthetic proxy dataset created because live/official collection is incomplete; do not use for final scientific claims.
2026-06-28T00:00:00+00:00,Byrnihat,PROXY_BYRNIHAT_AQ,"Proxy AQ station, Byrnihat",26.05374,91.86796,100053,2026-01-03 05:00:00,251.5,111.77,198.94,11.07,10.9,0.435,12.3,3.39,0.93,13.47,20.08,76.53,1004.42,5.63,269.1,89.1,5.627,0.086,synthetic_proxy_missing_source,ml_training_graph_testing_pipeline_debugging_only,Synthetic proxy dataset created because live/official collection is incomplete; do not use for final scientific claims.
2026-06-28T00:00:00+00:00,Byrnihat,PROXY_BYRNIHAT_AQ,"Proxy AQ station, Byrnihat",26.05374,91.86796,100054,2026-01-03 06:00:00,312.1,138.7,224.87,13.23,13.59,0.338,11.86,3.76,1.87,14.66,20.72,74.09,1003.54,0.92,250.7,70.7,0.864,0.302,synthetic_proxy_missing_source,ml_training_graph_testing_pipeline_debugging_only,Synthetic proxy dataset created because live/official collection is incomplete; do not use for final scientific claims.
2026-06-28T00:00:00+00:00,Byrnihat,PROXY_BYRNIHAT_AQ,"Proxy AQ station, Byrnihat",26.05374,91.86796,100055,2026-01-03 07:00:00,284.5,126.43,216.22,15.98,12.54,0.553,22.41,4.54,3.37,20.18,21.14,79.29,1001.04,2.91,306.0,126.0,2.351,-1.708,synthetic_proxy_missing_source,ml_training_graph_testing_pipeline_debugging_only,Synthetic proxy dataset created because live/official collection is incomplete; do not use for final scientific claims.
2026-06-28T00:00:00+00:00,Byrnihat,PROXY_BYRNIHAT_AQ,"Proxy AQ station, Byrnihat",26.05374,91.86796,100056,2026-01-03 08:00:00,282.1,125.4,234.01,12.58,13.79,0.536,33.67,5.13,2.53,16.01,23.21,69.82,1007.92,,283.1,103.1,2.233,-0.519,synthetic_proxy_missing_source,ml_training_graph_testing_pipeline_debugging_only,Synthetic proxy dataset created because live/official collection is incomplete; do not use for final scientific claims.
2026-06-28T00:00:00+00:00,Byrnihat,PROXY_BYRNIHAT_AQ,"Proxy AQ station, Byrnihat",26.05374,91.86796,100057,2026-01-03 09:00:00,315.6,140.25,242.91,12.48,12.29,0.515,30.24,4.29,2.76,14.09,26.4,72.89,1008.02,0.79,295.2,115.2,0.713,-0.335,synthetic_proxy_missing_source,ml_training_graph_testing_pipeline_debugging_only,Synthetic proxy dataset created because live/official collection is incomplete; do not use for final scientific claims.
2026-06-28T00:00:00+00:00,Byrnihat,PROXY_BYRNIHAT_AQ,"Proxy AQ station, Byrnihat",26.05374,91.86796,100058,2026-01-03 10:00:00,327.7,145.62,235.34,14.77,13.1,0.53,39.08,4.19,0.53,15.94,26.24,76.88,1004.58,0.69,263.6,83.6,0.69,0.078,synthetic_proxy_missing_source,ml_training_graph_testing_pipeline_debugging_only,Synthetic proxy dataset created because live/official collection is incomplete; do not use for final scientific claims.
